id,Name,Released,Members,Race,Location,Leagueregion,Gender,Examine,NPC ID,Link,chathead_url,body_url,Options,lat,lon,Quest,Removal,Shop,Also called,Combat level,Respawn time,Size
2338,Larry,6 November 2006 ( Update ),Yes,Human,Entrana,Asgarnia ✓,Male,Not fond of witches.,4727,MOID,https://oldschool.runescape.wiki/images/thumb/Auguste_chathead.png/23px-Auguste_chathead.png,https://oldschool.runescape.wiki/images/Larry_%28Enlightened_Journey%29.png,,,,Enlightened Journey,,,,,,
2339,Larry,26 August 2020 ( Update ),Yes,Human,Falador,Asgarnia ✓,Male,One of Gielinor's many citizens.,10418,MOID,https://oldschool.runescape.wiki/images/Larry_%28Mahogany_Homes%29_chathead.png,https://oldschool.runescape.wiki/images/Larry_%28Mahogany_Homes%29.png,Talk-to,3368,3038,,,,,,,
2340,Larry,22 February 2005 ( Update ),No,Human,Wilderness,Wilderness ✓,Male,A very brave merchant.,2197,MOID,https://oldschool.runescape.wiki/images/Larry_%28merchant%29_chathead.png,https://oldschool.runescape.wiki/images/Larry_%28merchant%29.png,"Talk-to, Trade",3718,3205,,,Larry's Wilderness Cape Shop.,,,,
2341,Larry Leprechaun,16 February 2022 ( Update ),No,Leprechaun,Al Kharid,N/A,Male,It's a leprechaun sunbathing in the desert.,hist11399,MOID,https://oldschool.runescape.wiki/images/Larry_Leprechaun_chathead.png,https://oldschool.runescape.wiki/images/Larry_Leprechaun.png,Talk-to,,,,9 March 2022 ( Update ),,,,,
2342,Larxus,12 December 2005 ( Update ),Yes,Human,Champions' Guild basement,Misthalin ✓,Male,Not the smartest of butlers.,3321,MOID,https://oldschool.runescape.wiki/images/Larxus_chathead.png,https://oldschool.runescape.wiki/images/Larxus.png,Talk-to,,,,,,,,,
2343,Lasenna Rasputin,4 June 2020 ( Update ),Yes,Vampyre,North Darkmeyer,Morytania ✓,Female,The people of Darkmeyer really know how to dress.,9709,MOID,https://oldschool.runescape.wiki/images/Lasenna_Rasputin_chathead.png,https://oldschool.runescape.wiki/images/Lasenna_Rasputin.png,"Talk-to, Pickpocket",3394,3621,,,,,,,
2344,Lassin,10 January 2024 ( Update ),Yes,Dwarf ( Imcando-descendant ),"Northern Tundras , Wintertodt",Kourend ✓,Female,She works on the railroad.,12706,MOID,https://oldschool.runescape.wiki/images/Lassin_chathead.png,https://oldschool.runescape.wiki/images/Lassin.png,"Talk-to, Travel",3929,1648,,,,,,,
2345,Latlink Fastbell,10 January 2019 ( Update ),Yes,Gnome,Farming Guild,Kourend ✓,Female,Perhaps this gardener might look after your crops for you.,8537,MOID,https://oldschool.runescape.wiki/images/Latlink_Fastbell_chathead.png,https://oldschool.runescape.wiki/images/Latlink_Fastbell.png,"Talk-to, Pay (Spirit tree), Trade",3753,1255,,,,,,,
2346,Launa,3 April 2006 ( Update ),Yes,Human,Entrance to Tolna's rift,Misthalin ✓,Female,She looks tired of waiting.,1054,MOID,https://oldschool.runescape.wiki/images/Launa_chathead.png,https://oldschool.runescape.wiki/images/Launa.png,Talk-to,3453,3309,A Soul's Bane,,,,,,
2347,Lauretta,24 March 2021 ( Update ),Yes,Human,Ruins of Unkah,Desert ✓,Female,Crewmember of the Desert Trout. Busy writing in a thick book.,10617,MOID,https://oldschool.runescape.wiki/images/Lauretta_chathead.png,https://oldschool.runescape.wiki/images/Lauretta.png,Talk-to,2819,3155,,,,,,,
2348,Lavinia,20 March 2024 ( Update ),Yes,Human,Civitas illa Fortis,Varlamore ✓,Female,A highly sophisticated individual.,13312,MOID,https://oldschool.runescape.wiki/images/Lavinia_chathead.png,https://oldschool.runescape.wiki/images/Lavinia.png,Talk-to,3092,1671,,,,,,,
2349,Layleen,9 August 2005 ( Update ),Yes,Human,Tai Bwo Wannai,Karamja ✓,Female,A native of Tai Bwo Wannai.,6418,MOID,https://oldschool.runescape.wiki/images/Layleen_chathead.png,https://oldschool.runescape.wiki/images/Layleen.png,Talk-to,3076,2787,,,,,,,
2350,Lazim,23 January 2006 ( Update ),Yes,Human,Enakhra's Temple,Desert ✓,Male,Very shifty-looking and sunburnt.,3580,MOID,https://oldschool.runescape.wiki/images/Lazim_chathead.png,https://oldschool.runescape.wiki/images/Lazim.png,Talk-to,2926,3191,Enakhra's Lament,,,,,,
2351,Lazy cat,28 November 2005 ( Update ),Yes,Cat,Gertrude,Misthalin ✓,,A friendly not so little pet.,"1627,6683",MOID,https://oldschool.runescape.wiki/images/Lazy_cat_%28grey_and_black%29_chathead.png,https://oldschool.runescape.wiki/images/Lazy_cat_%28grey_and_black%29_pet.png,"Pick-up, Talk-to, Chase, Interact",,,,,,,,,
2352,LazyLaura94,13 December 2022 ( Update ),No,Human,? (edit),N/A,Female,I think their fate is sealed with that name.,hist11972,MOID,https://oldschool.runescape.wiki/images/LazyLaura94_chathead.png,https://oldschool.runescape.wiki/images/LazyLaura94.png,Give-coal,,,,11 January 2023 ( Update ),,,3,,
2353,Le-sabrè,5 March 2015 ( Update ),Yes,Werewolf,Canifis,Morytania ✓,Female,Mysterious.,5521,MOID,https://oldschool.runescape.wiki/images/Le-sabr%C3%A8_chathead.png,https://oldschool.runescape.wiki/images/Le-sabr%C3%A8.png,Talk-to,3478,3465,,,,,,,
2354,Lead Navigator,7 September 2017 ( Update ),Yes,Human,Digsite,Misthalin ✓,Male,Looks experienced.,"7761,7762",MOID,https://oldschool.runescape.wiki/images/Lead_Navigator_chathead.png,https://oldschool.runescape.wiki/images/Lead_Navigator.png,"Talk to, Travel",3453,3363,Bone Voyage,,,,,,
2355,Lead ore,19 November 2025 ( Update ),Yes,,Blast Furnace,Fremennik ✓,,Some ore going into the furnace.,14917,MOID,https://oldschool.runescape.wiki/images/thumb/Dumpy_chathead.png/28px-Dumpy_chathead.png,https://oldschool.runescape.wiki/images/Lead_ore_%28Blast_Furnace%29.png,,4966,1944,,,,,,,
2356,League Navigator,27 November 2024 ( Update ),Yes,Human,Quetzacalli Gorge,Varlamore ✓,Male,They can help you travel to hard to reach places...,14145,MOID,https://oldschool.runescape.wiki/images/League_Navigator_chathead.png,https://oldschool.runescape.wiki/images/League_Navigator.png,"Travel, Talk-to",3236,1486,,,,,,,
2357,League Tutor,19 January 2022 ( Update ),Yes,Unknown,Catherby,N/A,,A disciple sent to represent Leagues.,"11233,hist11236",MOID,https://oldschool.runescape.wiki/images/League_Tutor_%28Shattered_Relics_League%29_chathead.png,https://oldschool.runescape.wiki/images/League_Tutor_%28Shattered_Relics_League%29.png,"Talk-to, Trade, Claim-trophies",3444,2801,,15 November 2023 ( Update ),Leagues Reward Shop,,,,
2358,Leagues Assistant,15 November 2023 ( Update ),Yes,,Lumbridge Castle,N/A,,A disciple of the Sage sent to represent Leagues.,hist12593,MOID,https://oldschool.runescape.wiki/images/Leagues_Assistant_chathead.png,https://oldschool.runescape.wiki/images/Leagues_Assistant.png,"Talk-to, Trade, Claim-trophies",3217,3226,,,Leagues Reward Shop,,,,
2359,Leagues Assistant,19 January 2022 ( Update ),Yes,Unknown,Lumbridge,N/A,,He's a disciple of the Sage [ sic ],11234,MOID,https://oldschool.runescape.wiki/images/Leagues_Assistant_%28Shattered_Relics_League%29_chathead.png,https://oldschool.runescape.wiki/images/Leagues_Assistant_%28Shattered_Relics_League%29.png,Talk-to,3214,3225,,15 November 2023 ( Update ),,,,,
2360,Leagues Assistant,28 October 2020 ( Update ),Yes,Human,Kourend Castle,N/A,Female,She assists the Leagues Tutor.,hist10476,MOID,https://oldschool.runescape.wiki/images/Leagues_Assistant_%28Trailblazer_League_2020%29_chathead.png,https://oldschool.runescape.wiki/images/Leagues_Assistant_%28Trailblazer_League_2020%29.png,Talk-to,3676,1645,,16 June 2021 ( Update ),,,,,
2361,Leagues Tutor,15 April 2026 ( Update ),Yes,Human,Lumbridge,,Male,A disciple sent to represent Leagues.,15609,MOID,https://oldschool.runescape.wiki/images/Leagues_Tutor_%28Demonic_Pacts_League%29_chathead.png,https://oldschool.runescape.wiki/images/Leagues_Tutor_%28Demonic_Pacts_League%29.png,"Talk-to, Check-pets, Collect-items, Rewards",,,,,,,,,
2362,Leagues Tutor,15 April 2026 ( Update ),Yes,Human,Lumbridge,N/A,Male,He can tell you all about Leagues.,316,MOID,https://oldschool.runescape.wiki/images/Leagues_Tutor_%28Demonic_Pacts_League%29_chathead.png,https://oldschool.runescape.wiki/images/Leagues_Tutor_%28Demonic_Pacts_League%29.png,"Talk-to, Trade, Claim-trophies",3217,3226,,,,,,,
2363,Leagues Tutor,27 November 2024 ( Update ),Yes,Human,Lumbridge,N/A,Male,He can tell you all about Leagues.,hist316,MOID,https://oldschool.runescape.wiki/images/Leagues_Tutor_%28Raging_Echoes_League%29_chathead.png,https://oldschool.runescape.wiki/images/Leagues_Tutor_%28Raging_Echoes_League%29.png,"Talk-to, Trade, Claim-trophies",3217,3226,,15 April 2026 ( Update ),,,,,
2364,Leagues Tutor,28 October 2020 ( Update ),Yes,Human,Lumbridge,N/A,Male,He can tell you all about Leagues.,hist315,MOID,https://oldschool.runescape.wiki/images/Leagues_Tutor_%28Trailblazer_League%29_chathead.png,https://oldschool.runescape.wiki/images/Leagues_Tutor_%28Trailblazer_League%29.png,"Talk-to, Check-pets, Collect-items",3214,3225,,19 January 2022 ( Update ),Leagues Reward Shop,,,,
2365,Leagues Tutor,14 November 2019 ( Update ),Yes,Human,Kourend Castle,N/A,Male,He can tell you all about Leagues.,hist315,MOID,https://oldschool.runescape.wiki/images/Leagues_Tutor_%28Twisted_League%29_chathead.png,https://oldschool.runescape.wiki/images/Leagues_Tutor_%28Twisted_League%29.png,"Talk-to, View-information, View-tasks, View-relics",3678,1645,,28 October 2020 ( Update ),Leagues Reward Shop,,,,
2366,Leatherworker,29 March 2004 ( Update ),Yes,Human,Ranging Guild,Kandarin ✓,Female,An expert leatherworker.,6058,MOID,https://oldschool.runescape.wiki/images/Leatherworker_chathead.png,https://oldschool.runescape.wiki/images/Leatherworker.png,Talk-to,3433,2677,,,Tanner,,,,
2367,'Lecherous' Lee,24 July 2006 ( Update ),Yes,Human,Pirates' Cove,Fremennik ✓,Male,"A low-down, mean, dirty, cheating pirate with a fondness for kittens.",3873,MOID,https://oldschool.runescape.wiki/images/%27Lecherous%27_Lee_chathead.png,https://oldschool.runescape.wiki/images/%27Lecherous%27_Lee.png,Talk-to,3790,2225,Lunar Diplomacy,,,,,,
2368,Lector Gura,24 May 2018 ( Update ),Yes,Human,Slepe church,Morytania ✓,Male,"He speaks, often.",8273,MOID,https://oldschool.runescape.wiki/images/Lector_Gura_chathead.png,https://oldschool.runescape.wiki/images/Lector_Gura.png,Talk-to,3305,3739,,,,,,,
2369,Leech display,29 May 2007 ( Update ),Yes,N/A,Varrock Museum,Misthalin ✓,,Bloodsuckers!,6007,MOID,https://oldschool.runescape.wiki/images/thumb/Aris_chathead.png/26px-Aris_chathead.png,https://oldschool.runescape.wiki/images/Leech_display.png,None,4966,1742,,,,,,,
2370,Leela,28 February 2001 ( Update ),No,Human,Draynor Village,Misthalin ✓,Female,She comes from Al Kharid.,4274,MOID,https://oldschool.runescape.wiki/images/Leela_chathead.png,https://oldschool.runescape.wiki/images/Leela.png,Talk-to,3262,3113,Prince Ali Rescue,,,,,,
2371,Leela,26 August 2020 ( Update ),Yes,Human,Hosidius,Kourend ✓,Female,She looks rather busy.,10423,MOID,https://oldschool.runescape.wiki/images/Leela_%28Mahogany_Homes%29_chathead.png,https://oldschool.runescape.wiki/images/Leela_%28Mahogany_Homes%29.png,Talk-to,3592,1784,,,,,,,
2372,Leenz,7 January 2016 ( Update ),Yes,Human,Port Piscarilius,Kourend ✓,Female,A merchant.,6986,MOID,https://oldschool.runescape.wiki/images/Leenz_chathead.png,https://oldschool.runescape.wiki/images/Leenz.png,"Talk-to, Trade",3728,1808,Client of Kourend,,Leenz's General Supplies,,,,
2373,Leff,19 November 2025 ( Update ),Yes,Tortugan,The Summer Shore,N/A,,A tortugan juvenile who's learning the ways of fishing.,14848,MOID,https://oldschool.runescape.wiki/images/Leff_chathead.png,https://oldschool.runescape.wiki/images/Leff.png,Talk-to,2388,3175,,,,,,,
2374,Legends' Guard,20 August 2003 ( Update ),Yes,Human,Legends' Guild,Kandarin ✓,,A Legends' Guild guard; he protects the entrance to the Legends' Guild.,3951,MOID,https://oldschool.runescape.wiki/images/Legends%27_Guard_chathead.png,https://oldschool.runescape.wiki/images/Legends%27_Guard.png,Talk-to,3351,2726,,,,,,,
2375,Leke quo Keran,10 January 2019 ( Update ),Yes,Kahlith,Great Kourend,Kourend ✓,,An artisan of the Kahlith and a seller of weaponry.,8697,MOID,https://oldschool.runescape.wiki/images/Leke_quo_Keran_chathead.png,https://oldschool.runescape.wiki/images/Leke_quo_Keran.png,"Talk-to, Trade",3797,1298,,,Mount Karuulm Weapon Shop,,,,
2376,Lelia,25 September 2024 ( Update ),Yes,Human,Fortis Colosseum,Varlamore ✓,Female,The editor for the Colosseum.,13806,MOID,https://oldschool.runescape.wiki/images/Lelia_chathead.png,https://oldschool.runescape.wiki/images/Lelia.png,Talk-to,9487,1820,Meat and Greet,,,,,,
2377,Mysterious ghost,26 July 2005 ( Update ),Yes,Ghost,See article,Asgarnia ✓ Kandarin ✓,Female,Seems to flitter in and out of existence...,3454,MOID,https://oldschool.runescape.wiki/images/Lennissa_chathead.png,https://oldschool.runescape.wiki/images/Lennissa.png,Talk-To,3204,3044,Curse of the Empty Lord,,,,,,
2378,Lenny,25 July 2019 ( Update ),Yes,Human,North of Prifddinas,Tirannwn ✓,Male,He seems to like petting the rabbits.,9193,MOID,https://oldschool.runescape.wiki/images/Lenny_chathead.png,https://oldschool.runescape.wiki/images/Lenny.png,Talk-to,3381,2301,,,,,,,
2379,Lensa,6 February 2007 ( Update ),Yes,Human,Jatizso Streets,Fremennik ✓,Female,One of Jatizso's many citizens.,1952,MOID,https://oldschool.runescape.wiki/images/Lensa_%28Jatizso%29_chathead.png,https://oldschool.runescape.wiki/images/Lensa_%28Jatizso%29.png,Talk-to,3808,2415,,,,,,,
2380,Lenwe,25 July 2019 ( Update ),Yes,Elf,Prifddinas,Tirannwn ✓,Male,"He's roaming around, always looking down...",9116,MOID,https://oldschool.runescape.wiki/images/Lenwe_chathead.png,https://oldschool.runescape.wiki/images/Lenwe.png,"Talk-to, Pickpocket",6103,3284,,,,,,,
2381,Lenyig Karna,4 June 2020 ( Update ),Yes,Vampyre,North Darkmeyer,Morytania ✓,Male,A vampyric butcher.,9723,MOID,https://oldschool.runescape.wiki/images/Lenyig_Karna_chathead.png,https://oldschool.runescape.wiki/images/Lenyig_Karna.png,"Talk-to, Trade",3389,3620,,,Darkmeyer Meat Shop,,,,
2382,Leo,15 March 2006 ( Update ),No,Human,Gravedigger Random event Location,General ✓,Male,A lazy undertaker.,6745,MOID,https://oldschool.runescape.wiki/images/Leo_chathead.png,https://oldschool.runescape.wiki/images/Leo.png,Talk-to,,,,,,,,,
2383,Leo,20 March 2024 ( Update ),Yes,Human,"Bazaar , Civitas illa Fortis",Varlamore ✓,Male,Seems like a shady individual.,13306,MOID,https://oldschool.runescape.wiki/images/Leo_%28Civitas_illa_Fortis%29_chathead.png,https://oldschool.runescape.wiki/images/Leo_%28Civitas_illa_Fortis%29.png,Talk-to,3107,1680,,,,,,,
2384,Leon,21 November 2006 ( Update ),Yes,Human,Aleck's Hunter Emporium.,Kandarin ✓,Male,He seems to be making odd sucking noises with his teeth.,1502,MOID,https://oldschool.runescape.wiki/images/Leon_chathead.png,https://oldschool.runescape.wiki/images/Leon.png,"Talk-to, Trade, Ammo",3083,2567,,,Leon's Prototype Crossbow.,,,,
2385,Lesser Fanatic,5 March 2015 ( Update ),Yes,Human,Edgeville,Wilderness ✓,Male,"Tries so hard to fit in, but just can't get it right.",5514,MOID,https://oldschool.runescape.wiki/images/Lesser_Fanatic_chathead.png,https://oldschool.runescape.wiki/images/Lesser_Fanatic.png,Talk-to,3516,3121,,,,,,,
2386,null[?],16 June 2021 ( Update ),Yes,Undead,N/A,N/A,,Eeek! A ghost!,10878,MOID,,https://oldschool.runescape.wiki/images/Lesser_ghostly_thrall.png,,,,,,,,,,
2387,null[?],16 June 2021 ( Update ),Yes,Undead,N/A,N/A,,Spooky.,10881,MOID,,https://oldschool.runescape.wiki/images/Lesser_skeletal_thrall.png,,,,,,,,,,
2388,null[?],16 June 2021 ( Update ),Yes,Undead,N/A,N/A,,Dead man walking.,10884,MOID,,https://oldschool.runescape.wiki/images/Lesser_zombified_thrall.png,,,,,,,,,,
2389,Li'l lamb,5 December 2006 ( Update ),No,Sheep,"Lumbridge , just outside Falador",Misthalin ✓ Asgarnia ✓,,How cute!,1176,MOID,,https://oldschool.runescape.wiki/images/Li%27l_lamb.png,,,,,,,,,,
2390,Liam,22 March 2006 ( Update ),Yes,Human,East of Burgh de Rott,Morytania ✓,Male,A human returned from vampyric form.,4473,MOID,https://oldschool.runescape.wiki/images/Liam_chathead.png,https://oldschool.runescape.wiki/images/Liam.png,Talk-to,,,,,,,,,
2391,Librarian,31 May 2005 ( Update ),Yes,Dwarf,Keldagrim Library,Fremennik ✓,Male,He takes care of the library and its many books.,2370,MOID,https://oldschool.runescape.wiki/images/Librarian_chathead.png,https://oldschool.runescape.wiki/images/Librarian.png,Talk-to,10225,2862,"The Giant Dwarf , Between a Rock...",,,,,,
2392,Lidio,13 June 2006 ( Update ),Yes,Human,On the ground floor [ UK ] 1 st floor [ US ] of the Warriors' Guild,Asgarnia ✓,Male,Food shopkeeper.,2469,MOID,https://oldschool.runescape.wiki/images/Lidio_chathead.png,https://oldschool.runescape.wiki/images/Lidio.png,"Talk-to, Trade",3552,2841,,,Warrior Guild Food Shop,,,,
2393,Lieutenant,14 May 2025 ( Update ),Yes,,Chasm of Fire entrance,Kourend ✓,,The other soldiers won't be messing around with her about.,14195,MOID,https://oldschool.runescape.wiki/images/Lieutenant_%28Chasm_of_Fire%29_chathead.png,https://oldschool.runescape.wiki/images/Lieutenant_%28Chasm_of_Fire%29.png,Talk-to,3663,1435,,,,,93,,
2394,Lieutenant Schepbur,24 April 2006 ( Update ),Yes,Gnome,Khazard Battlefield,Kandarin ✓,Male,The battle tortoise commander. Sir!,6100,MOID,https://oldschool.runescape.wiki/images/Lieutenant_Schepbur_chathead.png,https://oldschool.runescape.wiki/images/Lieutenant_Schepbur.png,Talk-to,3212,2520,,,,,,,
2395,Lieve McCracken,27 April 2017 ( Update ),Yes,Human,Kraken Cove,Kandarin ✓,Female,"A pirate, a seemingly intoxicated one.",7412,MOID,https://oldschool.runescape.wiki/images/Lieve_McCracken_chathead.png,https://oldschool.runescape.wiki/images/Lieve_McCracken.png,Talk-to,3609,2280,,,,,,,
2396,Light creature,4 May 2005 ( Update ),Yes,Light creature,Chasm of Tears,Misthalin ✓,,A shimmering creature of blue light. (Carrying a player:) That one is carrying someone!,"4325,5435,5783,5784,13429",MOID,https://oldschool.runescape.wiki/images/thumb/Juna_chathead.png/35px-Juna_chathead.png,https://oldschool.runescape.wiki/images/Light_creature.png,,,,"Tears of Guthix , While Guthix Sleeps",,,,,,
2397,Light leech,26 July 2023 ( Update ),Yes,,The Scar,Misthalin ✓,,Seems to be glowing...,"12367,12368",MOID,https://oldschool.runescape.wiki/images/thumb/Golem_%28Desert_Treasure_II%29_chathead.png/25px-Golem_%28Desert_Treasure_II%29_chathead.png,https://oldschool.runescape.wiki/images/Light_leech.png,Take-lure,,,Desert Treasure II - The Fallen Empire,,,,,,
2398,Lightning cloud,19 November 2025 ( Update ),Yes,,The Storm Tempor,N/A,,I wouldn't want to get near one of those!,15490,MOID,https://oldschool.runescape.wiki/images/thumb/Rum-dashed_Ralph_chathead.png/27px-Rum-dashed_Ralph_chathead.png,https://oldschool.runescape.wiki/images/Lightning_cloud_%28Sailing%29.png,None,,,,,,,,,
2399,Lightning cloud,24 March 2021 ( Update ),Yes,,Tempoross Cove,Desert ✓,,Ready to strike!,10580,MOID,https://oldschool.runescape.wiki/images/thumb/Tiny_Tempor_chathead.png/33px-Tiny_Tempor_chathead.png,https://oldschool.runescape.wiki/images/Lightning_cloud.png,,,,,,,,,,
2400,Lil' Creator,6 January 2021 ( Update ),Yes,Avatar,Soul Wars,Misthalin ✓,,A pint-sized bringer of existence.,"2833,3566",MOID,https://oldschool.runescape.wiki/images/Lil%27_Creator_chathead.png,https://oldschool.runescape.wiki/images/Lil%27_Creator.png,"Talk-to, Metamorphosis, Pick-up",,,,,,,,,
2401,Lil' Zik,7 June 2018 ( Update ),Yes,Vampyre / Nylocas hybrid,Theatre of Blood,Morytania ✓,,What has eight legs and runs a Vampyric Theatre?,"8336,8337",MOID,https://oldschool.runescape.wiki/images/Lil%27_Zik_chathead.png,https://oldschool.runescape.wiki/images/Lil%27_Zik.png,"Talk-to, Metamorphosis, Pick-up",,,,,,,,,
2402,Lil'viathan,26 July 2023 ( Update ),Yes,Unknown,The Leviathan,Desert ✓,,A small creature deformed by the Abyss.,"12156,12160",MOID,https://oldschool.runescape.wiki/images/Lil%27viathan_chathead.png,https://oldschool.runescape.wiki/images/Lil%27viathan_%28follower%29.png,"Talk-to, Pick-up",,,,,,,,,
2403,Lilifang,25 July 2019 ( Update ),Yes,Elf,Grand Library,Tirannwn ✓,Female,She's a big fan of books.,9150,MOID,https://oldschool.runescape.wiki/images/Lilifang_chathead.png,https://oldschool.runescape.wiki/images/Lilifang.png,Talk-to,12534,3232,,,,,,,
2404,Liliwen,9 January 2014 ( Update ),Yes,Elf,Lletya,Tirannwn ✓,Female,Perhaps this gardener might look after your tree for you.,2689,MOID,https://oldschool.runescape.wiki/images/Liliwen_chathead.png,https://oldschool.runescape.wiki/images/Liliwen.png,"Talk-to, Pay, Trade",3162,2347,,,Yes,,,,
2405,Lillia,9 June 2016 ( Update ),Yes,Citizen of Arceuus,Catacombs of Kourend,Kourend ✓,Female,A wandering adventurer.,7283,MOID,https://oldschool.runescape.wiki/images/Lillia_chathead.png,https://oldschool.runescape.wiki/images/Lillia.png,Talk-to,10006,1710,,,,,,,
2406,Lilly,13 June 2006 ( Update ),Yes,Human,Ground floor of the Warriors' Guild,Asgarnia ✓,Female,Potion shopkeeper.,2470,MOID,https://oldschool.runescape.wiki/images/Lilly_chathead.png,https://oldschool.runescape.wiki/images/Lilly.png,"Talk-to, Trade",3552,2846,,,Warrior Guild Potion Shop,,,,
2407,Lindir,25 July 2019 ( Update ),Yes,Elf,Prifddinas,Tirannwn ✓,Male,He must take care of himself with a mirror that big.,9062,MOID,https://oldschool.runescape.wiki/images/Lindir_chathead.png,https://oldschool.runescape.wiki/images/Lindir.png,"Talk-to, Pickpocket",6070,3244,,,,,,,
2408,Ling,19 November 2025 ( Update ),Yes,Human,N/A,N/A,Female,A curious engineer.,14823,MOID,https://oldschool.runescape.wiki/images/Ling_chathead.png,https://oldschool.runescape.wiki/images/Ling.png,None,,,,,,,,,
2409,Lisa,14 July 2016 ( Update ),No,Human,Ferox Enclave,Wilderness ✓,Female,A mysterious mage in search for the best fighters.,"7316,7317",MOID,https://oldschool.runescape.wiki/images/Lisa_chathead.png,https://oldschool.runescape.wiki/images/Lisa.png,"Talk-to, Join",3635,3142,,,,,,,
2410,Lisse Isaakson,6 February 2007 ( Update ),Yes,Human,Neitiznot,Fremennik ✓,Female,A farmhand.,1888,MOID,https://oldschool.runescape.wiki/images/Lisse_Isaakson_chathead.png,https://oldschool.runescape.wiki/images/Lisse_Isaakson.png,Talk-to,3803,2349,,,,,,,
2411,,,,,,,,,,,,,,,,,,,,,,
2412,Litara,4 July 2006 ( Update ),No,Human,Barbarian Village,Misthalin ✓,Female,"Litara, a barbarian explorer.",3362,MOID,https://oldschool.runescape.wiki/images/Litara_chathead.png,https://oldschool.runescape.wiki/images/Barbarian_woman.png,Talk-to,3420,3081,,,,,,,
2413,Lithil,6 February 2020 ( Update ),Yes,Demon,Sisterhood Sanctuary,Morytania ✓,Female,A demonic mercenary.,9404,MOID,https://oldschool.runescape.wiki/images/Lithil_chathead.png,https://oldschool.runescape.wiki/images/Lithil.png,Talk-to,9760,3790,,,,,,,
2414,"Litlihui, Teoki of Ralos",23 July 2025 ( Update ),Yes,,Auburn Valley,Varlamore ✓,,A teoki in service to Ralos.,14676,MOID,https://oldschool.runescape.wiki/images/Litlihui%2C_Teoki_of_Ralos_chathead.png,https://oldschool.runescape.wiki/images/Litlihui%2C_Teoki_of_Ralos.png,Talk-to,3323,1440,,,,,,,
2415,Little Mo,1 April 2015 ( Update ),No,Human,Lumbridge,N/A,Male,A local dealer.,hist5882,MOID,https://oldschool.runescape.wiki/images/Little_Mo_chathead.png,https://oldschool.runescape.wiki/images/Little_Mo.png,,,,,9 April 2015 ( Update ),,,,,
2416,Little Nightmare,6 February 2020 ( Update ),Yes,Unknown,The Nightmare,Morytania ✓,,Quite the little nightmare.,"9398,9399",MOID,https://oldschool.runescape.wiki/images/Little_nightmare_chathead.png,https://oldschool.runescape.wiki/images/Little_nightmare_%28follower%29.png,"Talk-to, Metamorphosis, Pick-up",,,,,,,,,
2417,Man,25 September 2024 ( Update ),Yes,Human,Villa Lucens,Varlamore ✓,Male,He's having a little lie down.,13872,MOID,https://oldschool.runescape.wiki/images/Livius_chathead.png,https://oldschool.runescape.wiki/images/Livius.png,Check-on,9324,1454,Death on the Isle,,,,,,
2418,Lizard,23 July 2025 ( Update ),Yes,,Crypt of Tonali,Varlamore ✓,,A small reptile.,14429,MOID,,https://oldschool.runescape.wiki/images/Lizard_%28Crypt_of_Tonali%29.png,None,,,,,,,,,
2419,Lizard,19 April 2018 ( Update ),Yes,Lizard,Quidamortem Cave,Kourend ✓,,A small reptile.,7597,MOID,https://oldschool.runescape.wiki/images/thumb/Phileas_Rimor_chathead.png/30px-Phileas_Rimor_chathead.png,https://oldschool.runescape.wiki/images/Lizard_%28Quidamortem%29.png,,9956,1184,Tale of the Righteous,,,,,,
2420,Lizard display,29 May 2007 ( Update ),Yes,N/A,Varrock Museum,Misthalin ✓,,A scaly little fellow.,6011,MOID,https://oldschool.runescape.wiki/images/thumb/Aris_chathead.png/26px-Aris_chathead.png,https://oldschool.runescape.wiki/images/Lizard_display.png,None,4981,1740,,,,,,,
2421,Lizard man,1 April 2014 ( Update ),No,Lizard,Eastern Lands,N/A,,A scaly reptilian creature.,hist8,MOID,https://oldschool.runescape.wiki/images/thumb/Captain_Emmemji_chathead.png/35px-Captain_Emmemji_chathead.png,https://oldschool.runescape.wiki/images/Lizard_man.png,,,,2014 April Fools,3 April 2014 ( Update ),,,,,
2422,Lizard man,20 February 2014 ( Update ),No,Lizard,Prifddinas,N/A,,A scaly reptilian creature.,hist2831,MOID,https://oldschool.runescape.wiki/images/thumb/Elven_city_guard_chathead.png/29px-Elven_city_guard_chathead.png,https://oldschool.runescape.wiki/images/Lizard_man.png,,,,,6 March 2014 ( Update ),,,,,
2423,Lleidr Golau,25 July 2019 ( Update ),Yes,Elf,North of Prifddinas,Tirannwn ✓,Male,A forest dweller.,9177,MOID,https://oldschool.runescape.wiki/images/Lleidr_Golau_chathead.png,https://oldschool.runescape.wiki/images/Lleidr_Golau.png,Talk-to,3451,2276,,,,,,,
2424,Lliann,25 July 2019 ( Update ),Yes,Elf,Prifddinas,Tirannwn ✓,Female,She knows her fashion.,9170,MOID,https://oldschool.runescape.wiki/images/Lliann_chathead.png,https://oldschool.runescape.wiki/images/Lliann.png,"Talk-to, Trade",6071,3231,,,Lliann's Wares,,,,
2425,Llio,25 July 2019 ( Update ),Yes,Elf,Prifddinas,Tirannwn ✓,Female,A tradeswoman specialising in herbal equipment.,9168,MOID,https://oldschool.runescape.wiki/images/Llio_chathead.png,https://oldschool.runescape.wiki/images/Llio.png,"Talk-to, Trade",6120,3286,,,Prifddinas Herbal Supplies,,,,
