id,Name,Class,Gender,facial_hair,facial_hair_conf,hair_color,hair_color_conf,headwear,headwear_conf,eyewear,eyewear_conf,eyes,eyes_conf,skin_tone,skin_tone_conf,apparent_age,apparent_age_conf,held_weapon,held_weapon_conf,cape,cape_conf,wings,wings_conf,body_build,body_build_conf,caption
2285,Knight of the Unicorn,Ghost,,goatee,0.3813755,bald,0.87606895,helmet,0.63482404,glasses_or_goggles,0.7118314,not_visible,0.65890104,red,0.34737474,child,0.48298493,staff_wand,0.46865124,cape_or_cloak,0.5192018,none,0.81775224,average,0.43653497,"Knight of the Unicorn: Ghost, a goatee, a helmet, glasses, a cape"
2286,Knight of the Wolf,Ghost,,goatee,0.42130572,bald,0.7648976,mask,0.56399107,glasses_or_goggles,0.59916085,not_visible,0.66499853,red,0.557085,child,0.5947918,melee_weapon,0.43653443,cape_or_cloak,0.5530494,none,0.8133575,average,0.42393103,"Knight of the Wolf: Ghost, a goatee, a mask, glasses, a cape"
2287,Knight of Varlamore,Human,Male,beard,0.68183905,bald,0.7821411,helmet,0.77133304,glasses_or_goggles,0.510426,not_visible,0.65459776,red,0.64942306,child,0.7729798,melee_weapon,0.47653356,none,0.82440066,none,0.77151114,heavy,0.43611157,"Knight of Varlamore: Human, male, a beard, a helmet, glasses"
2288,Knight of Varlamore,Human,Male,beard,0.42429674,bald,0.6531435,crown,0.5047976,none,0.62615186,not_visible,0.6119446,red,0.53859544,child,0.86424613,staff_wand,0.3352705,none,0.78664106,none,0.7949393,average,0.47121727,"Knight of Varlamore: Human, male, a beard, a crown"
2289,Koanee,Human,Female,clean_shaven,0.46553254,red,0.65243167,helmet,0.32796785,glasses_or_goggles,0.81521356,not_visible,0.56955945,red,0.89066786,child,0.736814,tool,0.31538793,none,0.878972,none,0.84809166,average,0.3832707,"Koanee: Human, female, red hair, a helmet, glasses"
2290,Koftik,Human,Male,beard,0.5970342,bald,0.44633028,hood,0.4070965,glasses_or_goggles,0.5603448,not_visible,0.61237615,red,0.44107747,child,0.5747335,tool,0.45822558,none,0.9427685,none,0.9180446,average,0.4755907,"Koftik: Human, male, a beard, a hood, glasses"
2291,Konar quo Maten,Kahlith,Female,goatee,0.60212606,unnatural,0.39675373,mask,0.40406498,none,0.50297445,glowing,0.48012272,blue_purple,0.81720597,young_adult,0.5062042,melee_weapon,0.2856456,none,0.84338313,none,0.81024206,average,0.43643704,"Konar quo Maten: Kahlith, female, a goatee, unnatural hair, a mask"
2292,Konoo,Human,Male,beard,0.36830047,bald,0.8821475,hat,0.36269385,glasses_or_goggles,0.56452805,not_visible,0.68992084,red,0.46642816,child,0.38275602,tool,0.7844547,none,0.9559456,none,0.9413389,average,0.46415946,"Konoo: Human, male, a beard, a hat, glasses"
2293,Korgan,Dwarf,Male,beard,0.8886684,brown,0.5038278,none,0.44280127,none,0.5615633,not_visible,0.6582617,red,0.6623625,child,0.6062764,tool,0.62351316,none,0.88939685,none,0.9204782,heavy,0.73053885,"Korgan: Dwarf, male, a beard, brown hair"
2294,Kormar quo Maten,Kahlith,Male,goatee,0.6312294,bald,0.86515635,mask,0.69896984,glasses_or_goggles,0.80475557,glowing,0.4179918,blue_purple,0.50449896,young_adult,0.46582633,melee_weapon,0.29922488,none,0.7410794,none,0.8815167,thin,0.37046868,"Kormar quo Maten: Kahlith, male, a goatee, a mask, glasses"
2295,Kortan,Human,Male,beard,0.48626032,bald,0.87013125,none,0.6787973,none,0.6468838,not_visible,0.691688,human_tone,0.46104452,young_adult,0.42343363,tool,0.36314076,none,0.97092605,none,0.9391477,average,0.39804503,"Kortan: Human, male, a beard"
2296,Koschei the Deathless,Human,Male,beard,0.42816362,bald,0.47680232,helmet,0.30148163,glasses_or_goggles,0.6173306,not_visible,0.57451326,red,0.5549612,child,0.64447665,tool,0.5918965,none,0.89027244,none,0.8525712,heavy,0.43997356,"Koschei the Deathless: Human, male, a beard, a helmet, glasses"
2297,Hill Giant,Giant,Male,,,,,,,,,,,,,,,melee_weapon,0.4969729,none,0.8894606,none,0.90014714,heavy,0.5039282,"Hill Giant: Giant, male"
2298,Kragen,Human,Male,beard,0.4309804,bald,0.7447595,hat,0.42587426,none,0.6116964,not_visible,0.57698035,red,0.44221687,child,0.5248902,tool,0.73026997,none,0.96681285,none,0.94992906,heavy,0.4033471,"Kragen: Human, male, a beard, a hat"
2299,Kragin,Dwarf,Male,beard,0.9035567,red,0.72477186,none,0.68979406,none,0.595912,not_visible,0.6097924,red,0.6073514,child,0.67088974,tool,0.64180386,none,0.89269525,none,0.89788413,heavy,0.5673624,"Kragin: Dwarf, male, a beard, red hair"
2300,Krato,Human,Male,mustache,0.3854336,bald,0.3495492,hat,0.5561139,none,0.57019395,glowing,0.5208665,blue_purple,0.6519354,child,0.65776706,melee_weapon,0.3957982,none,0.59001493,none,0.90334004,average,0.44333938,"Krato: Human, male, a mustache, a hat"
2301,Kroy,Vampyre,Male,,,,,,,,,,,,,,,staff_wand,0.35015193,none,0.86437017,none,0.85461444,heavy,0.4829525,"Kroy: Vampyre, male"
2302,Kruk,Monkey,,,,,,mask,0.43179116,glasses_or_goggles,0.76695734,not_visible,0.46350345,human_tone,0.32799187,,,,,,,none,0.86246526,,,"Kruk: Monkey, a mask, glasses"
2303,Kryket bat,Bat,,,,,,,,,,,,,,,,,,,,none,0.84883666,,,Kryket bat: Bat
2304,Krystilia,Human,Female,clean_shaven,0.60804254,bald,0.5469165,hat,0.42185882,none,0.6513375,not_visible,0.6582827,human_tone,0.3807063,child,0.7224908,staff_wand,0.69462556,none,0.53553873,none,0.89543194,average,0.45093855,"Krystilia: Human, female, a hat"
2305,Kualti,Human,Male,,,,,,,,,,,,,,,melee_weapon,0.5890916,none,0.8369039,none,0.7612859,heavy,0.40078145,"Kualti: Human, male"
2306,Kupus Varza,Human,Male,beard,0.6555355,blonde,0.45514095,hat,0.7220846,glasses_or_goggles,0.5641529,not_visible,0.6057954,red,0.57850266,elderly,0.7850644,tool,0.46383557,none,0.9383263,none,0.88565195,average,0.50834996,"Kupus Varza: Human, male, a beard, blonde hair, a hat, glasses"
2307,Kuradal,Human,Female,clean_shaven,0.39634848,red,0.4480312,none,0.49377215,glasses_or_goggles,0.68551993,not_visible,0.5694707,red,0.9302265,young_adult,0.52391094,staff_wand,0.34355915,none,0.7246302,none,0.8672004,average,0.4890179,"Kuradal: Human, female, red hair, glasses"
2308,Kurt,Human,Male,clean_shaven,0.75047994,bald,0.958541,none,0.8569295,none,0.6474243,not_visible,0.6589902,red,0.5462849,young_adult,0.53648597,tool,0.3321786,none,0.7430497,none,0.92582,average,0.49683854,"Kurt: Human, male"
2309,Kylie Minnow,Human,Female,clean_shaven,0.5292355,brown,0.49307075,hat,0.71601206,glasses_or_goggles,0.6108226,not_visible,0.6639091,red,0.39678708,child,0.714736,tool,0.41206434,none,0.968562,none,0.94067675,heavy,0.47319523,"Kylie Minnow: Human, female, brown hair, a hat, glasses"
2310,Lacey,Human,Female,clean_shaven,0.5950724,brown,0.54138553,none,0.49214917,glasses_or_goggles,0.56879246,not_visible,0.71535075,red,0.5609648,child,0.5616285,tool,0.26515266,none,0.69871426,none,0.92534953,heavy,0.34427553,"Lacey: Human, female, brown hair, glasses"
2311,Lady Carys Hefin,Elf,Female,goatee,0.47835407,bald,0.90301037,helmet,0.5220648,glasses_or_goggles,0.9483676,not_visible,0.6032151,red,0.43807468,young_adult,0.49092814,melee_weapon,0.31313726,none,0.59895515,none,0.86303264,average,0.45378137,"Lady Carys Hefin: Elf, female, a goatee, a helmet, glasses"
2312,Lady Crombwick,Human,Female,clean_shaven,0.5045088,bald,0.5095783,none,0.6575161,none,0.5551376,not_visible,0.6370996,blue_purple,0.5407914,young_adult,0.39176562,staff_wand,0.6470987,none,0.5910328,none,0.85555184,average,0.3423859,"Lady Crombwick: Human, female"
2313,Lady Ffion Meilyr,Elf,Female,clean_shaven,0.627289,bald,0.54257864,none,0.30223915,none,0.537975,not_visible,0.63973254,red,0.33893454,child,0.5669098,tool,0.49477935,none,0.82181793,none,0.80985177,heavy,0.542366,"Lady Ffion Meilyr: Elf, female"
2314,Lady Keli,Human,Female,clean_shaven,0.48290202,bald,0.50008065,none,0.62079,glasses_or_goggles,0.55969906,not_visible,0.6887989,red,0.53841907,child,0.6630006,staff_wand,0.4398686,none,0.7211157,none,0.8577111,heavy,0.43252474,"Lady Keli: Human, female, glasses"
2315,Lady Nadezhda Shadum,Vampyre,Female,goatee,0.38925642,bald,0.86616045,mask,0.53371507,none,0.5980142,not_visible,0.5653084,human_tone,0.45267048,child,0.4841366,melee_weapon,0.44197428,none,0.8586966,none,0.75042915,thin,0.5601997,"Lady Nadezhda Shadum: Vampyre, female, a goatee, a mask"
2316,Lady Servil,Human,Female,clean_shaven,0.6421906,bald,0.65437835,none,0.5286203,none,0.5525119,not_visible,0.6574633,human_tone,0.43334618,young_adult,0.57817674,staff_wand,0.5542949,cape_or_cloak,0.6443003,none,0.86087686,average,0.3949192,"Lady Servil: Human, female, a cape"
2317,The Queen of Thieves,Human,Female,,,,,,,,,,,,,,,melee_weapon,0.36776313,none,0.9211865,none,0.9260036,heavy,0.47449562,"The Queen of Thieves: Human, female"
2318,Lady Table,Human,Female,clean_shaven,0.5539623,brown,0.50782174,none,0.45701927,glasses_or_goggles,0.56239575,not_visible,0.71860826,red,0.6217862,child,0.59940034,melee_weapon,0.3190565,none,0.70899075,none,0.88338953,heavy,0.7004024,"Lady Table: Human, female, brown hair, glasses"
2319,Lady Tangwen Trahaearn,Elf,Female,clean_shaven,0.44304022,bald,0.8611486,none,0.3767669,glasses_or_goggles,0.6148128,not_visible,0.64110154,blue_purple,0.505991,child,0.4099316,staff_wand,0.28084487,none,0.8347808,none,0.9050415,average,0.44220954,"Lady Tangwen Trahaearn: Elf, female, glasses"
2320,Lady Vulcana Lovakengj,Dwarf,Female,beard,0.4059008,brown,0.3836161,none,0.42964742,none,0.51907325,not_visible,0.6710615,red,0.5926571,child,0.49640527,staff_wand,0.34132954,none,0.96560895,none,0.9558443,heavy,0.43717167,"Lady Vulcana Lovakengj: Dwarf, female, a beard, brown hair"
2321,Lahsram,Human,Male,goatee,0.48136592,bald,0.29580522,none,0.63113904,none,0.7574129,not_visible,0.548786,human_tone,0.52554363,young_adult,0.6714557,melee_weapon,0.3149806,none,0.8518821,none,0.8765378,average,0.4058361,"Lahsram: Human, male, a goatee"
2322,Laidee Gnonock,Gnome,Male,clean_shaven,0.6307956,bald,0.9681718,none,0.7713328,none,0.60957545,not_visible,0.7138525,red,0.5921831,child,0.553951,melee_weapon,0.39238235,none,0.8852013,none,0.8759388,heavy,0.5262907,"Laidee Gnonock: Gnome, male"
2323,Lalli,Troll,Male,goatee,0.35195702,bald,0.6837699,helmet,0.27788717,glasses_or_goggles,0.7133993,not_visible,0.6832337,red,0.5389346,child,0.5118883,tool,0.28649524,none,0.9362684,none,0.92717147,heavy,0.6671415,"Lalli: Troll, male, a goatee, a helmet, glasses"
2324,Lalli,Troll,Male,,,,,,,,,,,,,,,staff_wand,0.3619647,none,0.9576922,none,0.8870344,heavy,0.40440226,"Lalli: Troll, male"
2325,Lamb,Sheep,,,,,,,,,,,,,,,,,,,,none,0.89396787,,,Lamb: Sheep
2326,Lammy Langle,Gnome,Male,beard,0.44397226,bald,0.5303549,hood,0.5591088,glasses_or_goggles,0.5992511,not_visible,0.7331034,red,0.65247035,child,0.692329,tool,0.8001895,none,0.90828353,none,0.94621485,heavy,0.46777338,"Lammy Langle: Gnome, male, a beard, a hood, glasses"
2327,Lan the Butcher,Human,Male,goatee,0.550318,brown,0.38295048,hat,0.4849817,none,0.56961894,not_visible,0.5336374,red,0.49716476,child,0.5262943,tool,0.58304375,none,0.80376804,none,0.9281538,heavy,0.54955894,"Lan the Butcher: Human, male, a goatee, brown hair, a hat"
2328,Lanthus,Human,Male,beard,0.7889818,bald,0.8518488,none,0.5240464,glasses_or_goggles,0.6172828,not_visible,0.72758985,red,0.5828438,child,0.501286,tool,0.44912583,none,0.9581103,none,0.9446564,heavy,0.5477122,"Lanthus: Human, male, a beard, glasses"
2329,Lara,Human,Female,clean_shaven,0.49780726,brown,0.24576148,hat,0.70469,none,0.5817566,not_visible,0.4928511,green,0.2479985,child,0.6027967,melee_weapon,0.31931967,none,0.76001847,none,0.8563108,heavy,0.5558999,"Lara: Human, female, brown hair, a hat"
2330,Chicken Egg,Egg (chicken),,,,,,,,,,,,,,,,none,0.8739368,none,0.87001723,none,0.90055764,thin,0.4307978,Chicken Egg: Egg (chicken)
2331,Large reef shark,,,,,,,,,,,,,,,,,tool,0.5527918,none,0.7051941,wings,0.6210742,thin,0.617987,Large reef shark: wings
2332,Large Tendril,,,,,,,,,,,,,,,,,staff_wand,0.4017322,none,0.8796921,none,0.8034691,thin,0.6416083,Large Tendril
2333,Large zombie monkey,Monkey,,,,,,mask,0.46336085,glasses_or_goggles,0.78570575,not_visible,0.52735376,green,0.87388706,,,,,,,none,0.87322515,,,"Large zombie monkey: Monkey, a mask, glasses"
2334,Larran,Ghost,Male,clean_shaven,0.44909397,bald,0.45740235,hat,0.3734292,glasses_or_goggles,0.533059,not_visible,0.40392476,green,0.9472731,child,0.57272166,melee_weapon,0.63395655,none,0.64990413,none,0.8842667,thin,0.6118472,"Larran: Ghost, male, a hat, glasses"
2335,Larrissa,Human,Female,clean_shaven,0.6326511,bald,0.67680496,none,0.6144698,none,0.57716817,not_visible,0.6330389,red,0.5074168,child,0.6817328,tool,0.33998674,none,0.58190227,none,0.8705526,heavy,0.44783172,"Larrissa: Human, female"
2336,Larry,Human,Male,goatee,0.5830691,bald,0.53609395,none,0.57986814,none,0.6703773,not_visible,0.55989414,human_tone,0.46353137,child,0.55505466,tool,0.30238315,none,0.9208724,none,0.8903601,heavy,0.40745583,"Larry: Human, male, a goatee"
2337,Larry,Human,Male,beard,0.5452349,red,0.560297,none,0.42487577,none,0.7097128,not_visible,0.5760285,red,0.7445153,child,0.53396547,tool,0.38995928,none,0.93852556,none,0.94534665,average,0.5144763,"Larry: Human, male, a beard, red hair"
2338,Larry,Human,Male,,,,,,,,,,,,,,,tool,0.79716563,none,0.9195383,none,0.8971978,heavy,0.43050352,"Larry: Human, male"
2339,Larry,Human,Male,goatee,0.46811706,bald,0.764968,none,0.54656285,none,0.56428516,not_visible,0.63990736,red,0.46774817,young_adult,0.653942,tool,0.4163776,none,0.9543358,none,0.93941313,average,0.49016875,"Larry: Human, male, a goatee"
2340,Larry,Human,Male,clean_shaven,0.72862077,bald,0.9515271,none,0.79934645,none,0.52000976,not_visible,0.61999726,red,0.5120848,young_adult,0.5948615,tool,0.62850887,none,0.8722998,none,0.90966916,heavy,0.45131627,"Larry: Human, male"
2341,Larry Leprechaun,Leprechaun,Male,clean_shaven,0.4651617,bald,0.43094835,hat,0.60104096,glasses_or_goggles,0.5430943,not_visible,0.45985818,green,0.8852352,child,0.5623125,tool,0.5932336,none,0.94788814,none,0.9651236,heavy,0.6723544,"Larry Leprechaun: Leprechaun, male, a hat, glasses"
2342,Larxus,Human,Male,clean_shaven,0.30763146,bald,0.8967298,none,0.5033956,none,0.6455495,not_visible,0.6257559,red,0.37250763,child,0.6423638,none,0.31654432,none,0.93555987,none,0.9463118,average,0.40930432,"Larxus: Human, male"
2343,Lasenna Rasputin,Vampyre,Female,goatee,0.38925642,bald,0.86616045,mask,0.53371507,none,0.5980142,not_visible,0.5653084,human_tone,0.45267048,child,0.4841366,melee_weapon,0.3807507,none,0.9019072,none,0.8146808,thin,0.52449685,"Lasenna Rasputin: Vampyre, female, a goatee, a mask"
2344,Lassin,Dwarf,Female,goatee,0.3833062,unnatural,0.34526658,hat,0.4968211,glasses_or_goggles,0.5151278,not_visible,0.6290715,red,0.5535129,child,0.60058945,staff_wand,0.30672973,none,0.91533023,none,0.9404011,average,0.3843017,"Lassin: Dwarf, female, a goatee, unnatural hair, a hat, glasses"
2345,Latlink Fastbell,Gnome,Female,beard,0.44397226,bald,0.5303549,hood,0.5591088,glasses_or_goggles,0.5992511,not_visible,0.7331034,red,0.65247035,child,0.692329,tool,0.8001895,none,0.90828353,none,0.94621485,heavy,0.46777338,"Latlink Fastbell: Gnome, female, a beard, a hood, glasses"
2346,Launa,Human,Female,beard,0.45309186,bald,0.6145326,none,0.4506466,glasses_or_goggles,0.5436006,not_visible,0.60474896,red,0.49723566,young_adult,0.3968744,bow,0.28880477,none,0.50576663,none,0.84740525,heavy,0.3793168,"Launa: Human, female, a beard, glasses"
2347,Lauretta,Human,Female,clean_shaven,0.49434456,bald,0.5482907,none,0.62982064,glasses_or_goggles,0.5713523,not_visible,0.56782085,red,0.381113,child,0.45018888,tool,0.6076006,none,0.92648864,none,0.74918145,average,0.36034843,"Lauretta: Human, female, glasses"
2348,Lavinia,Human,Female,clean_shaven,0.807176,unnatural,0.3572644,none,0.5503992,none,0.53009206,not_visible,0.5984217,green,0.36711732,young_adult,0.5546941,staff_wand,0.43956697,none,0.5992126,none,0.84897316,heavy,0.40335995,"Lavinia: Human, female, unnatural hair"
2349,Layleen,Human,Female,clean_shaven,0.5330762,brown,0.44427046,none,0.41261178,glasses_or_goggles,0.6399172,not_visible,0.70406425,red,0.6214857,child,0.6317591,bow,0.3048615,none,0.74389035,none,0.86638945,heavy,0.44835103,"Layleen: Human, female, brown hair, glasses"
2350,Lazim,Human,Male,clean_shaven,0.60669595,bald,0.75556946,none,0.64437443,glasses_or_goggles,0.5478444,not_visible,0.64124703,red,0.4564478,child,0.527958,tool,0.4739838,none,0.84169227,none,0.91000175,average,0.4621081,"Lazim: Human, male, glasses"
2351,Lazy cat,Cat,,,,,,mask,0.46598282,glasses_or_goggles,0.55169076,not_visible,0.53152055,red,0.32870194,,,,,,,none,0.67560035,,,"Lazy cat: Cat, a mask, glasses"
2352,LazyLaura94,Human,Female,clean_shaven,0.567103,red,0.60589075,hat,0.45780578,none,0.6351345,not_visible,0.6602755,red,0.92065454,child,0.72921914,tool,0.4037555,none,0.7864214,none,0.87362576,heavy,0.4690697,"LazyLaura94: Human, female, red hair, a hat"
2353,Le-sabrè,Werewolf,Female,clean_shaven,0.6132077,bald,0.77344453,none,0.52517384,none,0.5338902,not_visible,0.68009543,red,0.48952225,child,0.49859408,staff_wand,0.39958277,none,0.7254109,none,0.9310831,heavy,0.4424609,"Le-sabrè: Werewolf, female"
2354,Lead Navigator,Human,Male,clean_shaven,0.61444753,brown,0.697393,hat,0.7857602,glasses_or_goggles,0.54212004,not_visible,0.73662585,red,0.5994803,child,0.6441003,tool,0.30009913,none,0.9600627,none,0.90979755,average,0.4046366,"Lead Navigator: Human, male, brown hair, a hat, glasses"
2355,Lead ore,,,,,,,,,,,,,,,,,bow,0.41798434,none,0.9102389,none,0.9106609,thin,0.41484758,Lead ore
2356,League Navigator,Human,Male,beard,0.454177,bald,0.56429577,hood,0.24729308,glasses_or_goggles,0.5744978,not_visible,0.580058,red,0.6573116,child,0.3912901,tool,0.53449655,none,0.8466099,none,0.80528337,heavy,0.53950834,"League Navigator: Human, male, a beard, a hood, glasses"
2357,League Tutor,Unknown,,goatee,0.6030128,bald,0.41468018,mask,0.683922,glasses_or_goggles,0.6807713,not_visible,0.48221144,blue_purple,0.49965882,child,0.65363324,staff_wand,0.46100178,cape_or_cloak,0.6027368,none,0.8969889,average,0.46114594,"League Tutor: Unknown, a goatee, a mask, glasses, a cape"
2358,Leagues Assistant,,,clean_shaven,0.5553791,red,0.9131378,helmet,0.40055826,glasses_or_goggles,0.5707365,not_visible,0.67408043,red,0.9463233,child,0.74139434,staff_wand,0.61167246,none,0.78749806,none,0.8686415,average,0.48548877,"Leagues Assistant: red hair, a helmet, glasses"
2359,Leagues Assistant,Unknown,,beard,0.360574,bald,0.83159375,mask,0.46375206,glasses_or_goggles,0.7812443,not_visible,0.7613623,blue_purple,0.37074202,child,0.55855227,melee_weapon,0.42116764,cape_or_cloak,0.62015265,none,0.90834844,average,0.4543122,"Leagues Assistant: Unknown, a beard, a mask, glasses, a cape"
2360,Leagues Assistant,Human,Female,clean_shaven,0.42169017,bald,0.56628984,hat,0.78997946,none,0.5515591,not_visible,0.6849343,red,0.59950477,child,0.64656687,melee_weapon,0.37409973,none,0.805519,none,0.94361305,thin,0.4451527,"Leagues Assistant: Human, female, a hat"
2361,Leagues Tutor,Human,Male,beard,0.41072926,red,0.47841364,hood,0.6708796,none,0.5527288,not_visible,0.6591305,red,0.9772496,child,0.6483862,staff_wand,0.3913893,none,0.80089194,none,0.8597682,heavy,0.43782035,"Leagues Tutor: Human, male, a beard, red hair, a hood"
2362,Leagues Tutor,Human,Male,beard,0.41072926,red,0.47841364,hood,0.6708796,none,0.5527288,not_visible,0.6591305,red,0.9772496,child,0.6483862,staff_wand,0.3913893,none,0.80089194,none,0.8597682,heavy,0.43782035,"Leagues Tutor: Human, male, a beard, red hair, a hood"
2363,Leagues Tutor,Human,Male,clean_shaven,0.6761523,bald,0.7243288,hat,0.50423735,glasses_or_goggles,0.6078423,not_visible,0.6829693,red,0.52091014,child,0.5856559,staff_wand,0.5323887,cape_or_cloak,0.62942505,none,0.89977795,average,0.40111497,"Leagues Tutor: Human, male, a hat, glasses, a cape"
2364,Leagues Tutor,Human,Male,beard,0.4129089,bald,0.65829116,hood,0.24015784,glasses_or_goggles,0.53278315,not_visible,0.60082793,red,0.728874,young_adult,0.39605844,tool,0.52804726,none,0.8557165,none,0.8296902,heavy,0.44865397,"Leagues Tutor: Human, male, a beard, a hood, glasses"
2365,Leagues Tutor,Human,Male,goatee,0.6422834,bald,0.7585368,hat,0.6048199,none,0.6393645,not_visible,0.5508131,green,0.5836156,elderly,0.7278251,staff_wand,0.476934,none,0.78656006,none,0.89219683,average,0.50379735,"Leagues Tutor: Human, male, a goatee, a hat"
2366,Leatherworker,Human,Female,clean_shaven,0.6078061,bald,0.7488795,none,0.6091519,none,0.6392515,not_visible,0.6707214,red,0.5930996,child,0.66531706,tool,0.4703879,none,0.78703105,none,0.9174403,heavy,0.51748586,"Leatherworker: Human, female"
2367,'Lecherous' Lee,Human,Male,beard,0.6517013,bald,0.7104252,none,0.4023443,glasses_or_goggles,0.5043682,not_visible,0.71962076,red,0.5338446,child,0.49165967,tool,0.31813836,none,0.9141921,none,0.913326,average,0.45652577,"'Lecherous' Lee: Human, male, a beard, glasses"
2368,Lector Gura,Human,Male,beard,0.44480252,red,0.52799344,mask,0.40210968,glasses_or_goggles,0.6309701,not_visible,0.57063985,red,0.91394556,child,0.5946312,bow,0.32873976,none,0.51689124,none,0.8612907,heavy,0.38916612,"Lector Gura: Human, male, a beard, red hair, a mask, glasses"
2369,Leech display,,,,,,,,,,,,,,,,,,,,,,,,,Leech display
2370,Leela,Human,Female,clean_shaven,0.45328945,bald,0.31906423,helmet,0.44725013,glasses_or_goggles,0.8219313,not_visible,0.6816046,red,0.70262015,child,0.74723613,tool,0.373196,none,0.932273,none,0.8937683,heavy,0.39001754,"Leela: Human, female, a helmet, glasses"
2371,Leela,Human,Female,clean_shaven,0.6090839,bald,0.41326278,none,0.6334648,none,0.69091725,not_visible,0.6539265,red,0.84188986,child,0.5485543,tool,0.3959403,none,0.95140207,none,0.921769,average,0.41241494,"Leela: Human, female"
2372,Leenz,Human,Female,clean_shaven,0.56764764,black,0.5113755,none,0.7346135,none,0.5768447,not_visible,0.5973022,red,0.44874638,young_adult,0.5863578,staff_wand,0.33443707,none,0.93219197,none,0.912014,heavy,0.45868447,"Leenz: Human, female, black hair"
2373,Leff,Tortugan,,goatee,0.32814154,bald,0.67911273,hat,0.38629484,glasses_or_goggles,0.5970803,not_visible,0.6123354,red,0.42147434,child,0.6620358,tool,0.5714562,none,0.7537238,none,0.7804394,heavy,0.4399994,"Leff: Tortugan, a goatee, a hat, glasses"
2374,Legends' Guard,Human,,goatee,0.5255014,bald,0.5647107,helmet,0.49609387,glasses_or_goggles,0.76209056,not_visible,0.62006885,blue_purple,0.3816785,child,0.60000116,tool,0.43404517,none,0.8920892,none,0.8947933,average,0.40896332,"Legends' Guard: Human, a goatee, a helmet, glasses"
2375,Leke quo Keran,Kahlith,,goatee,0.48966295,bald,0.9471133,mask,0.7203427,glasses_or_goggles,0.7583792,not_visible,0.41011977,blue_purple,0.34085184,young_adult,0.47954732,none,0.29501364,none,0.742697,none,0.8235206,thin,0.59425527,"Leke quo Keran: Kahlith, a goatee, a mask, glasses"
2376,Lelia,Human,Female,clean_shaven,0.34503195,brown,0.4229524,helmet,0.32893744,glasses_or_goggles,0.9180821,not_visible,0.69039565,red,0.5155736,young_adult,0.62300944,staff_wand,0.42621022,none,0.81045866,none,0.96663886,heavy,0.578738,"Lelia: Human, female, brown hair, a helmet, glasses"
2377,Mysterious ghost,Ghost,Female,,,,,,,,,,,,,,,none,0.29211214,none,0.9371818,none,0.93720186,thin,0.60521936,"Mysterious ghost: Ghost, female"
2378,Lenny,Human,Male,clean_shaven,0.65929514,bald,0.5580157,none,0.4718184,none,0.52996,not_visible,0.65219045,red,0.5735844,young_adult,0.527588,tool,0.7387492,none,0.9506651,none,0.96152097,heavy,0.59603626,"Lenny: Human, male"
2379,Lensa,Human,Female,clean_shaven,0.5726622,bald,0.40058887,none,0.5775566,none,0.61915517,not_visible,0.5751565,human_tone,0.32071343,child,0.58159614,staff_wand,0.29576433,none,0.65393496,none,0.88826126,heavy,0.42512533,"Lensa: Human, female"
2380,Lenwe,Elf,Male,clean_shaven,0.31461048,bald,0.8186187,none,0.71172184,glasses_or_goggles,0.6229513,not_visible,0.6662236,red,0.5576596,child,0.49938443,tool,0.50305796,none,0.9123756,none,0.8844976,average,0.47804126,"Lenwe: Elf, male, glasses"
2381,Lenyig Karna,Vampyre,Male,goatee,0.44957706,bald,0.91449046,mask,0.7062049,none,0.5108735,not_visible,0.5394405,human_tone,0.4278658,young_adult,0.5000978,staff_wand,0.45378035,none,0.8147318,none,0.88274413,thin,0.46551132,"Lenyig Karna: Vampyre, male, a goatee, a mask"
2382,Leo,Human,Male,beard,0.559244,bald,0.9121194,helmet,0.44448423,glasses_or_goggles,0.89117914,not_visible,0.65873015,red,0.49541426,young_adult,0.5374961,tool,0.7071586,none,0.91405606,none,0.88016844,heavy,0.42819023,"Leo: Human, male, a beard, a helmet, glasses"
2383,Leo,Human,Male,clean_shaven,0.43757626,bald,0.5276286,none,0.5216824,glasses_or_goggles,0.5533417,not_visible,0.6318055,red,0.43929845,young_adult,0.5078302,tool,0.4360182,none,0.8772738,none,0.9148032,heavy,0.4530479,"Leo: Human, male, glasses"
2384,Leon,Human,Male,clean_shaven,0.3841716,bald,0.7429495,none,0.44647148,glasses_or_goggles,0.7695119,not_visible,0.6675585,human_tone,0.5416435,young_adult,0.64177436,tool,0.4921873,none,0.9393906,none,0.8721476,average,0.40903398,"Leon: Human, male, glasses"
2385,Lesser Fanatic,Human,Male,clean_shaven,0.7726117,bald,0.46199608,none,0.604015,none,0.5490645,not_visible,0.6563366,red,0.48810986,young_adult,0.60075104,staff_wand,0.34107447,none,0.77164626,none,0.83037126,average,0.5298234,"Lesser Fanatic: Human, male"
2386,null[?],Undead,,,,,,,,,,,,,,,,none,0.5412799,none,0.76924485,none,0.8735993,thin,0.8091075,null[?]: Undead
2387,null[?],Undead,,,,,,,,,,,,,,,,melee_weapon,0.44023794,none,0.8607804,none,0.9071498,thin,0.7235788,null[?]: Undead
2388,null[?],Undead,,,,,,,,,,,,,,,,melee_weapon,0.5202311,none,0.7955694,none,0.7951484,heavy,0.32684496,null[?]: Undead
2389,Li'l lamb,Sheep,,,,,,,,,,,,,,,,,,,,none,0.9258503,,,Li'l lamb: Sheep
