id_a,id_b,similarity,Name_a,Class_a,Location_a,Name_b,Class_b,Location_b
737,1388,0.98559386,Cheryl,Human,Port Piscarilius,Fionella,Human,Legends' Guild
2318,3560,0.9855887,Lady Table,Human,Temple Knight Training Grounds,Shop assistant,Human,Edgeville
142,188,0.9855883,Angel,Human,Rimmington,Arena Guard Rachi,Human,Emir's Arena
405,1117,0.9855869,Bentamir,Dwarf,Keldagrim,Dylan,Dwarf,Christmas Factory
3179,3321,0.98558575,Queen Sigrid,Human,Castle of Etceteria,Robyn,Human,Shayzien
1559,2378,0.98558205,Gary,Human,Varrock,Lenny,Human,North of Prifddinas
2890,3556,0.9855813,Obli,Human,Shilo Village,Shipyard worker,,Ship Yard
2316,2408,0.9855802,Lady Servil,Human,Fight Arena,Ling,Human,
2408,3987,0.9855802,Ling,Human,,Tina,Human,Falador
904,2408,0.9855802,Customer,Human,Keldagrim Library,Ling,Human,
2222,2408,0.9855802,Kaylee,Human,Falador,Ling,Human,
2408,3522,0.9855802,Ling,Human,,Shayda,Human,Shayzien
2408,2591,0.9855802,Ling,Human,,Martha Rehnison,Human,West Ardougne
2408,3786,0.9855802,Ling,Human,,Squire,Human,Void Knight Outpost
549,4064,0.9855729,Builder,Human,Cam Torum entrance,Trobert,Human,Brimhaven
775,1538,0.9855728,Chuck,Human,Realm of Memories,Galahad,Human,Near McGrubor's Wood
180,3017,0.9855717,Arcuani,Human,Tal Teklan,Perdie,Human,Port Roberts
3017,3443,0.9855717,Perdie,Human,Port Roberts,Sawmill Operator,Human,Auburnvale
3636,4268,0.9855714,Sir Percival,Human,Fisher Realm,Wesley,Human,Nardah
656,3890,0.9855685,Carla,Human,West Ardougne,Taria,Human,Rimmington
1118,1981,0.98556817,Eadgar,Human,Summit of Trollheim ( Trollheim Teleport ),Hops,Human,Rimmington
491,2274,0.9855664,Boot,Dwarf,Dwarven Mines,Kjut,Dwarf,Keldagrim
1138,1206,0.98556536,Ed Wood,Human,Digsite,Ellis,Human,Al Kharid
730,2024,0.9855648,Checkal,Human,Barbarian Village,Ide,Human,
3304,3485,0.9855628,Rick,Human,Wizards' Tower 1 st floor [ UK ] 2 nd floor [ US ],Selim,Human,Al Kharid
1138,1915,0.9855568,Ed Wood,Human,Digsite,Head Servant,Human,? (edit)
2105,3611,0.9855542,Jaraah,Human,Emir's Arena,Silk trader,Human,Al Kharid
858,3573,0.9855536,Councillor Andrews,Human,Kourend Castle,Shop keeper,Human,Lumbridge
3211,3561,0.9855504,Ranael,Human,Al Kharid,Shop assistant,Human,Falador
1950,2978,0.98554885,Hewey,Human,Lumbridge Swamp,Palum,Human,Christmas Factory
3562,4344,0.9855448,Shop assistant,Human,Lumbridge,Worker,,Varlamore
243,1117,0.98553884,Audmann,Dwarf,Keldagrim,Dylan,Dwarf,Christmas Factory
1116,1117,0.98553884,Dwarven Miner,Dwarf,Keldagrim,Dylan,Dwarf,Christmas Factory
831,940,0.98553777,Conrad King,Human,Port Piscarilius,Darve,Human,Dorgesh-Kaan South Dungeon
925,976,0.9855356,Dampe,Human,Shade Catacombs entrance,Derse Venator,Human,Ferox Enclave
624,1874,0.98552656,Captain Ginea,Human,Shayzien Encampment,Hambling,Human,Rellekka Longhall Bar
1105,2275,0.9855083,Dwarf,Dwarf,"Lumbridge , Groats' Farm",Klank,Dwarf,Underground Pass
1004,4416,0.9855056,Dock worker,Human,Port Piscarilius,Zembo,Human,"Musa Point, Karamja"
716,1004,0.9855056,Charles,Human,Port Piscarilius,Dock worker,Human,Port Piscarilius
2737,2864,0.98550504,Mordan Nikazsi,Vampyre,South-east Darkmeyer,Noranna Tytanin,Vampyre,Daeyalt essence mine
1055,2864,0.98550504,Drasdan Ranor,Vampyre,South Darkmeyer,Noranna Tytanin,Vampyre,Daeyalt essence mine
2431,2784,0.9855037,Lofu,Monkey,Temple of Marimbo,Muruwoi,Monkey,Marim
1876,4350,0.9855009,Hamid,Human,Emir's Arena,Wounded soldier,Human,Infirmary
2233,2349,0.9855007,Kent,Human,"Unknown island, Witchaven",Layleen,Human,Tai Bwo Wannai
1763,4013,0.98549557,Gruva Patrull,Human,Jatizso Mine Entrance,Torfinn,Human,Rellekka
1780,4013,0.98549557,Guard,Human,Jatizso,Torfinn,Human,Rellekka
1781,4013,0.98549557,Guard,Human,Jatizso,Torfinn,Human,Rellekka
436,3066,0.9854938,Black Knight Captain,Human,Black Knights' Fortress,Piles,Human,Resource Area
436,2846,0.9854938,Black Knight Captain,Human,Black Knights' Fortress,Niles,Human,Anywhere random events can occur
1339,2295,0.9854938,Father Badden,Human,Ruins of Uzer,Kortan,Human,East Ardougne
1860,3585,0.98549366,Hairdresser,Human,Falador,Shopkeeper,,Civitas illa Fortis
2349,3559,0.9854902,Layleen,Human,Tai Bwo Wannai,Shop assistant,Human,Al Kharid
3417,3878,0.9854838,Saniboch,Human,Brimhaven Dungeon entrance,Tamayu,Human,Tai Bwo Wannai village
3417,3974,0.9854838,Saniboch,Human,Brimhaven Dungeon entrance,Tiadeche,Human,Tai Bwo Wannai village
318,4344,0.98548126,Banker,Human,Varrock,Worker,,Varlamore
132,2825,0.98547417,Anaire,Elf,Prifddinas,Nerdanel,Elf,Prifddinas
2248,2771,0.9854734,Khazard Soldier,Human,Ghorrock Dungeon,Mubariz,Human,Emir's Arena
3523,3969,0.98547006,Shayzien Infiltrator,Human,Lizardman Temple,Thrander,Human,Realm of Memories
537,2216,0.9854672,Brown Engine Secretary,Dwarf,Keldagrim,Karl,Dwarf,Keldagrim
3565,4268,0.98546684,Shop assistant,Human,Varrock,Wesley,Human,Nardah
2056,2082,0.98546267,Ingwe,Elf,Prifddinas,Iwan,Elf,Prifddinas
369,2890,0.98546255,Bartender,Human,Lumbridge,Obli,Human,Shilo Village
1118,3037,0.98546207,Eadgar,Human,Summit of Trollheim ( Trollheim Teleport ),Pete,Human,North of the Clock Tower
1844,3296,0.9854617,Gwerin Hapus,Elf,Gwenith,Rhyfel,Elf,Prifddinas
141,1260,0.98545986,Aneirin,Elf,Prifddinas,Erestor,Elf,Prifddinas
658,3604,0.9854567,Carol,Human,Sinclair Mansion,Signy,Human,Miscellania and Etceteria Dungeon
1763,4029,0.98544955,Gruva Patrull,Human,Jatizso Mine Entrance,Town Guard,Human,Rellekka
1780,4029,0.98544955,Guard,Human,Jatizso,Town Guard,Human,Rellekka
1781,4029,0.98544955,Guard,Human,Jatizso,Town Guard,Human,Rellekka
2592,3788,0.9854448,Martin Holt,Human,Kingstown,Squire,Human,Void Knights' Outpost
2666,3125,0.9854444,Miles,Human,Anywhere random events can occur,Priest,Human,East Ardougne
318,520,0.9854426,Banker,Human,Varrock,Briget,Human,Shayzien
1874,3428,0.9854292,Hambling,Human,Rellekka Longhall Bar,Sarah,Human,South Falador Farm
1581,3177,0.98542774,General Salara,Human,Shayzien,Quartermaster,Human,Tyras Camp
429,1581,0.98542774,Billy Rehnison,Human,West Ardougne,General Salara,Human,Shayzien
2781,3725,0.9854259,Murky Pat,Human,Lady Zay,Soldier,Human,Death Plateau (south)
362,2781,0.9854259,Bartender,Human,Port Sarim,Murky Pat,Human,Lady Zay
876,2781,0.9854259,Crafting tutor,Human,Lumbridge Castle,Murky Pat,Human,Lady Zay
1347,1978,0.9854232,Faustus,Human,Aldarin,Hooknosed Jack,Human,Varrock Rat Pits
167,2781,0.9854206,Apprentice workman,Human,Falador,Murky Pat,Human,Lady Zay
293,722,0.9854175,Banker,Werewolf,Canifis,Charlie,Human,The Grand Tree top floor
287,722,0.9854175,Banker,Human,Bank,Charlie,Human,The Grand Tree top floor
298,722,0.9854175,Banker,Human,Draynor Village,Charlie,Human,The Grand Tree top floor
317,722,0.9854175,Banker,Human,Tutorial Island,Charlie,Human,The Grand Tree top floor
722,1520,0.9854175,Charlie,Human,The Grand Tree top floor,Fry,Human,Rabbit Hole
1672,1673,0.9854137,Gnome soldier,Gnome,Battle of Atarisundri,Gnome trainer,Gnome,Tree Gnome Stronghold
1658,1672,0.9854137,Gnome,Gnome,Taverley,Gnome soldier,Gnome,Battle of Atarisundri
90,3980,0.98540604,Ali the Kebab seller,Human,Pollnivneach,Tiles,Human,Bandit Camp
1915,3563,0.98540276,Head Servant,Human,? (edit),Shop assistant,Human,Musa Point
1874,3928,0.98539937,Hambling,Human,Rellekka Longhall Bar,The 'Wedge',Human,Camelot
1715,1874,0.98539937,Grand Exchange Clerk,Human,Grand Exchange,Hambling,Human,Rellekka Longhall Bar
1874,2980,0.98539937,Hambling,Human,Rellekka Longhall Bar,Panning guide,Human,Digsite
1874,2578,0.98539937,Hambling,Human,Rellekka Longhall Bar,Mark,Human,Port Piscarilius
1874,3700,0.98539937,Hambling,Human,Rellekka Longhall Bar,Smithing apprentice,Human,Lumbridge
1874,3997,0.98539937,Hambling,Human,Rellekka Longhall Bar,Toby,Human,Varrock
1078,1874,0.98539937,Drunken soldier,Human,The Cloak and Stagger,Hambling,Human,Rellekka Longhall Bar
798,2492,0.98539525,Clerk,Human,Clan Hub,Luke,Human,Shipyard
294,3781,0.98539495,Banker,Human,Civitas illa Fortis,Squire,Human,Civitas illa Fortis
286,722,0.9853942,Bank guard,Human,Draynor Village,Charlie,Human,The Grand Tree top floor
716,2890,0.9853924,Charles,Human,Port Piscarilius,Obli,Human,Shilo Village
2890,4416,0.9853924,Obli,Human,Shilo Village,Zembo,Human,"Musa Point, Karamja"
1142,1334,0.98539144,Edward,Human,Around the Rogues' Castle,Farolt,Human,Giants' Den
810,3404,0.98539096,Cocktail seller,Gnome,"Al Kharid , Brimhaven , Catherby beach",Sam,Gnome,Christmas Factory
1662,3404,0.98539096,Gnome banker,Gnome,Gnome Stronghold,Sam,Gnome,Christmas Factory
1668,3404,0.98539096,Gnome emissary,Gnome,Keldagrim,Sam,Gnome,Christmas Factory
2865,3788,0.9853879,Norman,Human,Falador,Squire,Human,Void Knights' Outpost
1578,3788,0.9853879,General Hining,Human,Tyras Camp,Squire,Human,Void Knights' Outpost
941,3788,0.9853879,Daryl,Human,Shayzien,Squire,Human,Void Knights' Outpost
858,1581,0.98538506,Councillor Andrews,Human,Kourend Castle,General Salara,Human,Shayzien
350,3289,0.98538357,Bartender,Human,Blue Moon Inn,Retired sailor,Human,Ruins of Unkah
353,3289,0.9853835,Bartender,Human,Varrock,Retired sailor,Human,Ruins of Unkah
640,2485,0.9853829,Captain Rovin,Human,Varrock Palace,Lubufu,Human,Brimhaven
429,3573,0.98538256,Billy Rehnison,Human,West Ardougne,Shop keeper,Human,Lumbridge
3177,3573,0.98538256,Quartermaster,Human,Tyras Camp,Shop keeper,Human,Lumbridge
318,2378,0.9853779,Banker,Human,Varrock,Lenny,Human,North of Prifddinas
207,404,0.98537743,Arno,Human,Farming Guild,Benny,Human,Varrock Square
267,503,0.9853771,Baby Mole,Mole,Giant Mole,Bowley Moley,Mole,Rabbit Hole
1580,4025,0.9853754,General Kilian,Human,Shayzien,Tourist,,"Civitas illa Fortis , Aldarin"
150,4326,0.9853712,Anne Isaakson,Human,Neitiznot,Woman,Human,Blue Moon Inn
3568,3572,0.9853694,Shop keeper,Human,Al Kharid,Shop keeper,Human,Museum Camp
3266,3565,0.9853673,Regent,Human,Central island of The Node,Shop assistant,Human,Varrock
536,2216,0.9853606,Brown Engine Director,Dwarf,Keldagrim,Karl,Dwarf,Keldagrim
1178,3837,0.9853591,Eldgrim,Human,Rellekka Longhall Bar,Styrmir,Human,Rellekka Longhall Bar
432,1178,0.9853591,Bjorn,Human,Rellekka Longhall Bar,Eldgrim,Human,Rellekka Longhall Bar
2956,3837,0.9853591,Ospak,Human,Rellekka Longhall Bar,Styrmir,Human,Rellekka Longhall Bar
432,2956,0.98535883,Bjorn,Human,Rellekka Longhall Bar,Ospak,Human,Rellekka Longhall Bar
258,2223,0.9853581,Awusah the Mayor,Human,Nardah,Kazemde,Human,Nardah
1031,2248,0.9853554,Door Guard,Human,Fight Arena,Khazard Soldier,Human,Ghorrock Dungeon
839,3210,0.98535377,Cook,Human,Lumbridge Castle kitchen,Ramocean,Human,Hosidius
1206,2781,0.9853513,Ellis,Human,Al Kharid,Murky Pat,Human,Lady Zay
937,2575,0.9853498,Darren,Human,East of the Wilderness Agility Course,Marius,Human,Burgh de Rott
1695,1860,0.9853461,Godric,Human,Troll Stronghold prison,Hairdresser,Human,Falador
1227,1229,0.98534435,Emissary Chosen,Human,Twilight Temple,Emissary Herder,Human,Twilight Temple
3630,4334,0.98534167,Sir Kuam Ferentse,Human,Temple Knight Training Grounds,Woodsman tutor,Human,Lumbridge
1105,2216,0.98534036,Dwarf,Dwarf,"Lumbridge , Groats' Farm",Karl,Dwarf,Keldagrim
3735,4088,0.98533684,Solihib,Monkey,Marim,Tutab,Monkey,Ape Atoll
2318,3946,0.9853368,Lady Table,Human,Temple Knight Training Grounds,Theodore Paxton,Human,Red Rock
3050,3318,0.98532236,Phileas Rimor,Human,Shayzien,Robert O'Reilly,Human,Port Piscarilius
2339,2666,0.98531723,Larry,Human,Falador,Miles,Human,Anywhere random events can occur
690,4064,0.98531604,Cave monk,Human,Entrana,Trobert,Human,Brimhaven
1344,4064,0.98531604,Father Lawrence,Human,Varrock church,Trobert,Human,Brimhaven
529,4064,0.98531604,Brother Cedric,Human,East Ardougne,Trobert,Human,Brimhaven
2718,4064,0.98531604,Monk,Human,Lumbridge Swamp,Trobert,Human,Brimhaven
534,4064,0.9853159,Brother Omad,Human,Monastery south of Ardougne,Trobert,Human,Brimhaven
532,4064,0.9853159,Brother Kojo,Human,"The Clock Tower , south of Ardougne",Trobert,Human,Brimhaven
743,2069,0.98531306,Child,Human,All over West Ardougne,Ironman tutor,Human,Tutorial Island
900,3989,0.9853124,Curpile Fyod,Human,Mort Myre Swamp,Tindel Marchant,Human,Port Khazard
106,3561,0.98530686,Alrena,Human,East Ardougne,Shop assistant,Human,Falador
1025,3561,0.98530686,Donie,Human,In and around Lumbridge,Shop assistant,Human,Falador
2460,3561,0.98530686,Lorelai,Human,"Warriors' Guild , basement",Shop assistant,Human,Falador
1026,3561,0.98530686,Donie,Human,North-east of Lumbridge General Store,Shop assistant,Human,Falador
1642,3561,0.98530686,Gileth,Human,Tree Gnome Village,Shop assistant,Human,Falador
1874,3177,0.98530114,Hambling,Human,Rellekka Longhall Bar,Quartermaster,Human,Tyras Camp
429,1874,0.98530114,Billy Rehnison,Human,West Ardougne,Hambling,Human,Rellekka Longhall Bar
2971,3049,0.98529875,Oziach,Human,North-west Edgeville,Phials,Human,Rimmington
2973,3049,0.98529875,Oziach,Human,Blue Moon Inn,Phials,Human,Rimmington
1094,2856,0.9852913,Duke Horacio,Human,Lumbridge Castle ground floor [ UK ] 1 st floor [ US ],Noah,Human,Varrock Square
1093,2856,0.9852913,Duke Horacio,Human,Lumbridge Castle,Noah,Human,Varrock Square
837,4361,0.9852895,Cook,Human,Blue Moon Inn,Xi_plzPetDogz_xiX,Human,South of Edgeville Monastery
928,2148,0.9852864,Dantaera,Human,Catherby,Jofridr Mordstatter,Human,Neitiznot
928,1223,0.9852864,Dantaera,Human,Catherby,Emily,Human,Falador
1301,2642,0.985285,Fadli,Human,Emir's Arena,Mercenary,Human,Ferox Enclave
2485,3989,0.98527515,Lubufu,Human,Brimhaven,Tindel Marchant,Human,Port Khazard
137,4436,0.9852713,Andiess Juip,Human,Meiyerditch,Zul-Areth,Human,Zul-Andra
1576,3289,0.9852674,General Babacus,Human,Shayzien,Retired sailor,Human,Ruins of Unkah
1855,3289,0.9852674,Hadley,Human,Tourist Information Centre,Retired sailor,Human,Ruins of Unkah
1566,3289,0.9852674,Gee,Human,Lumbridge,Retired sailor,Human,Ruins of Unkah
450,4036,0.9852674,Blast Furnace Foreman,Dwarf,Keldagrim,Trader,Dwarf,Trade Octagon
1705,3289,0.9852674,Gordon,Human,Farm south of Farming Guild,Retired sailor,Human,Ruins of Unkah
1885,2781,0.98526627,Hans,Human,Lumbridge,Murky Pat,Human,Lady Zay
1324,2781,0.98526627,Farmer,Human,Groats' farm,Murky Pat,Human,Lady Zay
70,354,0.9852623,Alan,Human,Tal Teok,Bartender,Human,Varrock
80,2268,0.9852623,Alfonse the waiter,Human,Brimhaven,King's Messenger,Human,Anywhere
70,80,0.9852623,Alan,Human,Tal Teok,Alfonse the waiter,Human,Brimhaven
354,2268,0.9852623,Bartender,Human,Varrock,King's Messenger,Human,Anywhere
1235,1349,0.98526055,Enel,Elf,Prifddinas,Feanor,Elf,Prifddinas
534,3573,0.9852593,Brother Omad,Human,Monastery south of Ardougne,Shop keeper,Human,Lumbridge
532,3573,0.9852593,Brother Kojo,Human,"The Clock Tower , south of Ardougne",Shop keeper,Human,Lumbridge
529,3573,0.9852593,Brother Cedric,Human,East Ardougne,Shop keeper,Human,Lumbridge
2718,3573,0.9852593,Monk,Human,Lumbridge Swamp,Shop keeper,Human,Lumbridge
690,3573,0.9852593,Cave monk,Human,Entrana,Shop keeper,Human,Lumbridge
1344,3573,0.9852593,Father Lawrence,Human,Varrock church,Shop keeper,Human,Lumbridge
1709,2073,0.9852582,Gossip,Human,Sinclair Mansion,Ishmael,Human,Ruins of Unkah
312,4200,0.9852537,Banker,Human,Shayzien,Vigroy,Human,Shilo Village
520,2126,0.9852532,Briget,Human,Shayzien,Jess,Human,East Ardougne
520,2230,0.9852532,Briget,Human,Shayzien,Kendall,Human,Great Kourend
340,520,0.9852532,Barmaid,Human,Falador,Briget,Human,Shayzien
1659,2497,0.98525316,Gnome,Gnome,Mourner HQ Prison in West Ardougne,Lumdo,Gnome,"Ape Atoll , Crash Island"
1874,4025,0.98525,Hambling,Human,Rellekka Longhall Bar,Tourist,,"Civitas illa Fortis , Aldarin"
361,2118,0.9852487,Bartender,Human,? (edit),Jeff,Human,Varrock
403,4301,0.9852483,Benjamin,Human,East of Burgh de Rott,Wiskit,Human,Aurel 's general store
2716,3897,0.98524404,Monk,Human,Entrana,Tau,Human,Falador
531,3897,0.98524404,Brother Jered,Human,Edgeville Monastery,Tau,Human,Falador
842,3523,0.9852419,Cooky Weasel,Human,Rabbit Hole,Shayzien Infiltrator,Human,Lizardman Temple
858,1874,0.9852401,Councillor Andrews,Human,Kourend Castle,Hambling,Human,Rellekka Longhall Bar
356,831,0.98523986,Bartender,Human,Yanille,Conrad King,Human,Port Piscarilius
1771,3874,0.9852381,Guard,Human,Varrock,Tabbitha,Human,Blue Moon Inn
1488,4054,0.98523307,Fred the Farmer,Human,Fred's farm,Travelling merchant,Human,Al Kharid
2448,3783,0.9852316,Lord Crombwick,Human,Crombwick Manor,Squire (Intermediate),Human,Void Knight Outpost boat
1860,3572,0.985229,Hairdresser,Human,Falador,Shop keeper,Human,Museum Camp
640,4349,0.9852288,Captain Rovin,Human,Varrock Palace,Worried Baker,Human,Varrock
1502,4402,0.98522645,Frincos,Human,Entrana,Zamorakian Acolyte,Human,Ferox Enclave
775,2971,0.98522496,Chuck,Human,Realm of Memories,Oziach,Human,North-west Edgeville
775,2973,0.98522496,Chuck,Human,Realm of Memories,Oziach,Human,Blue Moon Inn
52,2107,0.9852245,Agmundi,Dwarf,Keldagrim,Jari,Dwarf,Miscellania and Etceteria Dungeon
517,2485,0.9852197,Brian,Human,Port Sarim,Lubufu,Human,Brimhaven
737,2594,0.9852149,Cheryl,Human,Port Piscarilius,Martin Thwait,Human,Rogues' Den
2594,3040,0.9852149,Martin Thwait,Human,Rogues' Den,Petra Fiyed,Human,Goblin Cave
2310,2594,0.9852149,Lacey,Human,Mansion in a faraway island.,Martin Thwait,Human,Rogues' Den
1580,2553,0.98521394,General Kilian,Human,Shayzien,Man,Human,Hosidius vinery
1580,2552,0.98521394,General Kilian,Human,Shayzien,Man,Human,Catacombs of Kourend
652,2497,0.98521316,Carado,Gnome,Ape Atoll,Lumdo,Gnome,"Ape Atoll , Crash Island"
1183,3784,0.98521125,Elena Hosidius,Human,Hosidius,Squire (Novice),Human,Void Knights' Outpost boat
369,831,0.9852053,Bartender,Human,Lumbridge,Conrad King,Human,Port Piscarilius
294,3568,0.98519087,Banker,Human,Civitas illa Fortis,Shop keeper,Human,Al Kharid
2972,3556,0.9851905,Oziach,Human,South of the Edgeville Monastery,Shipyard worker,,Ship Yard
294,315,0.98518205,Banker,Human,Civitas illa Fortis,Banker,Human,Tal Teklan
106,3560,0.98518044,Alrena,Human,East Ardougne,Shop assistant,Human,Edgeville
1025,3560,0.98518044,Donie,Human,In and around Lumbridge,Shop assistant,Human,Edgeville
2460,3560,0.98518044,Lorelai,Human,"Warriors' Guild , basement",Shop assistant,Human,Edgeville
1026,3560,0.98518044,Donie,Human,North-east of Lumbridge General Store,Shop assistant,Human,Edgeville
1642,3560,0.9851804,Gileth,Human,Tree Gnome Village,Shop assistant,Human,Edgeville
2560,3785,0.98517996,Mandy,Human,Mansion in a faraway island.,Squire (Veteran),Human,Void Knight Outpost boat
362,3321,0.985178,Bartender,Human,Port Sarim,Robyn,Human,Shayzien
3321,3725,0.985178,Robyn,Human,Shayzien,Soldier,Human,Death Plateau (south)
876,3321,0.985178,Crafting tutor,Human,Lumbridge Castle,Robyn,Human,Shayzien
1709,2829,0.98517525,Gossip,Human,Sinclair Mansion,New Recruit Tony,Human,Graveyard of Heroes
369,1255,0.9851748,Bartender,Human,Lumbridge,epic mager34,Human,Lumbridge watermill
3299,3573,0.9851663,Richard,Human,Hosidius,Shop keeper,Human,Lumbridge
1946,3197,0.9851656,Heskel,Human,Falador Park,Rachael,Human,Burthorpe Games Room
1997,2923,0.98516405,Hugh,Human,Salvager Overlook,Old Man Yarlo,Human,Varrock
798,2111,0.98516387,Clerk,Human,Clan Hub,Jasper,Human,Salvager Overlook
531,4392,0.98516375,Brother Jered,Human,Edgeville Monastery,Yrsa,Human,Rellekka
2716,4392,0.98516375,Monk,Human,Entrana,Yrsa,Human,Rellekka
1709,2575,0.9851637,Gossip,Human,Sinclair Mansion,Marius,Human,Burgh de Rott
1559,3565,0.9851613,Gary,Human,Varrock,Shop assistant,Human,Varrock
370,468,0.9851569,Bartender,Human,The Warrens,Boar31337Killer,Human,Southern Island of The Node
370,2674,0.9851569,Bartender,Human,The Warrens,Mine cart driver,Human,Desert Mining Camp
370,935,0.9851569,Bartender,Human,The Warrens,Darkmeyer Slave,Human,Hallowed Sepulchre
370,1444,0.9851569,Bartender,Human,The Warrens,Flax keeper,Human,Seers' Village Flax Fields
370,1038,0.9851569,Bartender,Human,The Warrens,Doug Deeping,Human,Down the north-eastern borehole of the Digsite
370,1886,0.9851569,Bartender,Human,The Warrens,Hans,Human,Al Kharid
370,3141,0.9851569,Bartender,Human,The Warrens,Prisoner,Human,North Darkmeyer
1581,2272,0.9851559,General Salara,Human,Shayzien,Kiyahtla,Human,Tlati Rainforest
2163,2202,0.9851507,Jorzik,Dwarf,Keldagrim,Kamen,Dwarf,Underground Pass
2202,3955,0.9851507,Kamen,Dwarf,Underground Pass,Thirus,Dwarf ( Imcando-descendant ),Lovakengj
2202,2249,0.9851507,Kamen,Dwarf,Underground Pass,"Khorvak, a dwarven engineer",Dwarf,Under White Wolf Mountain
1874,2068,0.9851498,Hambling,Human,Rellekka Longhall Bar,Ironman tutor,Human,Lumbridge
2111,3359,0.98514867,Jasper,Human,Salvager Overlook,Rufus,Human,Civitas illa Fortis
1985,2435,0.9851465,Hordal,Dwarf ( Imcando-descendant ),Kingstown,Loinur,Dwarf ( Imcando-descendant ),Arceuus
1018,2592,0.985144,Dominic Onion,Human,"Nightmare Zone , north of Yanille",Martin Holt,Human,Kingstown
300,3784,0.9851401,Banker,Human,Farming Guild,Squire (Novice),Human,Void Knights' Outpost boat
435,2675,0.98513865,Black Guard,Dwarf,Keldagrim,Mine supervisor,Dwarf ( Imcando-descendant ),"Lovakite mine , Great Kourend"
406,1576,0.9851346,Bernald,Human,Burthorpe,General Babacus,Human,Shayzien
406,1855,0.9851346,Bernald,Human,Burthorpe,Hadley,Human,Tourist Information Centre
406,1566,0.9851346,Bernald,Human,Burthorpe,Gee,Human,Lumbridge
406,1705,0.9851346,Bernald,Human,Burthorpe,Gordon,Human,Farm south of Farming Guild
233,3833,0.9851314,Assistant Serf,Human,Varrock,Student,Human,Digsite
3499,4441,0.9851278,Sergius,Human,Twilight Temple,Zuma,Human,Outside Cam Torum . Upstairs in The Teomat (post quest)
356,1255,0.98512745,Bartender,Human,Yanille,epic mager34,Human,Lumbridge watermill
1885,3321,0.9851255,Hans,Human,Lumbridge,Robyn,Human,Shayzien
1324,3321,0.9851255,Farmer,Human,Groats' farm,Robyn,Human,Shayzien
470,2551,0.98512524,Bob,Human,Lumbridge,Man,Werewolf,Canifis
471,2551,0.98512524,Bob,Human,Lumbridge,Man,Werewolf,Canifis
1183,2573,0.9851248,Elena Hosidius,Human,Hosidius,Marisi,Human,Hosidius
904,2051,0.98511994,Customer,Human,Keldagrim Library,Information clerk,Human,Varrock Museum
2051,2222,0.98511994,Information clerk,Human,Varrock Museum,Kaylee,Human,Falador
2051,2591,0.98511994,Information clerk,Human,Varrock Museum,Martha Rehnison,Human,West Ardougne
2051,2316,0.98511994,Information clerk,Human,Varrock Museum,Lady Servil,Human,Fight Arena
2051,3786,0.98511994,Information clerk,Human,Varrock Museum,Squire,Human,Void Knight Outpost
2051,3987,0.98511994,Information clerk,Human,Varrock Museum,Tina,Human,Falador
2051,3522,0.98511994,Information clerk,Human,Varrock Museum,Shayda,Human,Shayzien
1874,2111,0.985117,Hambling,Human,Rellekka Longhall Bar,Jasper,Human,Salvager Overlook
2068,3038,0.9851161,Ironman tutor,Human,Lumbridge,Peter,Human,Fossil Island
288,3568,0.98510957,Banker,Human,Al Kharid,Shop keeper,Human,Al Kharid
743,3826,0.9851074,Child,Human,All over West Ardougne,Street urchin,Human,Pollnivneach
1487,4054,0.9851062,Fred the Farmer,Human,Lumbridge,Travelling merchant,Human,Al Kharid
919,4054,0.9851062,Dale,Human,Hosidius,Travelling merchant,Human,Al Kharid
386,830,0.98510134,Bedread the bold,Human,Pirates' Cove,Concerned man,Human,Varrock
294,3571,0.98509955,Banker,Human,Civitas illa Fortis,Shop keeper,Human,Falador
290,294,0.9850973,Banker,Human,Auburnvale,Banker,Human,Civitas illa Fortis
229,2631,0.9850946,Assistant Brock,Human,Crafting Guild,Meiyerditch citizen,Human,Meiyerditch
2221,3544,0.9850932,Kauayotl,Human,Tal Teklan,Shipwright Sennia,Human,Civitas illa Fortis
857,4349,0.9850913,Council workman,Human,Bridge leading to Rellekka,Worried Baker,Human,Varrock
2666,3639,0.98509,Miles,Human,Anywhere random events can occur,Sir Rebral,Human,Falador
2608,3870,0.98508334,Master smithing tutor,Human,Varrock,Swensen the Navigator,Human,Rellekka
628,838,0.98507774,Captain Khaled,Human,Port Piscarilius,Cook,Human,Jolly Boar Inn
517,2526,0.9850776,Brian,Human,Port Sarim,Mage of Zamorak,Human,Ourania Cave
2829,3788,0.98507655,New Recruit Tony,Human,Graveyard of Heroes,Squire,Human,Void Knights' Outpost
1138,3321,0.9850752,Ed Wood,Human,Digsite,Robyn,Human,Shayzien
2620,4064,0.9850703,Mazion,Human,Entrana sandpit,Trobert,Human,Brimhaven
318,3573,0.9850638,Banker,Human,Varrock,Shop keeper,Human,Lumbridge
624,3826,0.98505986,Captain Ginea,Human,Shayzien Encampment,Street urchin,Human,Pollnivneach
1952,3049,0.9850529,Hieve,Human,Brimhaven Dungeon,Phials,Human,Rimmington
1567,2878,0.9850513,Gelin,Human,Lumbridge graveyard,Nurse Sarah,Human,West Ardougne
300,2573,0.98504996,Banker,Human,Farming Guild,Marisi,Human,Hosidius
4097,4100,0.98504627,TzHaar-Hur-Koz,TzHaar,,TzHaar-Hur-Tel,TzHaar,Mor Ul Rek
